order_id,order_date,customer_id,product_id,channel,ab_group,purchased,quantity,discount,revenue_yen,returned,rating
O0009581,2025-04-28,C000351,,app,A,0,0,0.0,0,0,
O0009582,2025-12-26,C002171,,web,B,0,0,0.0,0,0,
O0009583,2025-02-17,C000893,P000552,store,A,1,3,0.0907,1575,0,3.54
O0009584,2025-05-07,C001468,,app,A,0,0,0.0,0,0,
O0009585,2025-03-05,C002089,P000738,store,A,1,3,0.0991,2000,0,4.63
O0009586,2025-08-21,C002534,,web,B,0,0,0.0,0,0,
O0009587,2025-01-06,C001537,,web,B,0,0,0.0,0,0,
O0009588,2025-11-30,C000233,,web,B,0,0,0.0,0,0,
O0009589,2025-08-12,C000777,,web,B,0,0,0.0,0,0,
O0009590,2025-04-12,C001840,,store,A,0,0,0.0,0,0,
O0009591,2025-10-15,C000126,,web,B,0,0,0.0,0,0,
O0009592,2025-10-16,C001115,,store,A,0,0,0.0,0,0,
O0009593,2025-06-07,C000971,,app,B,0,0,0.0,0,0,
O0009594,2025-09-27,C000921,,web,A,0,0,0.0,0,0,
O0009595,2025-08-04,C002862,,app,A,0,0,0.0,0,0,
O0009596,2025-10-11,C002831,,store,B,0,0,0.0,0,0,
O0009597,2025-09-30,C002692,P000033,app,B,1,4,0.1778,8488,0,
O0009598,2025-10-24,C002592,,web,A,0,0,0.0,0,0,
O0009599,2025-08-15,C002681,,store,B,0,0,0.0,0,0,
O0009600,2025-06-11,C000552,,app,A,0,0,0.0,0,0,
O0009601,2025-04-12,C001181,,store,A,0,0,0.0,0,0,
O0009602,2025-02-19,C000173,,app,A,0,0,0.0,0,0,
O0009603,2025-02-22,C002392,,app,B,0,0,0.0,0,0,
O0009604,2025-07-08,C002602,P000380,app,B,1,2,0.157,1560,0,3.62
O0009605,2025-11-03,C000087,,store,A,0,0,0.0,0,0,
O0009606,2025-03-07,C000508,P000265,store,B,1,4,0.0721,10316,0,4.24
O0009607,2025-03-03,C000507,,web,B,0,0,0.0,0,0,
O0009608,2025-02-23,C002785,,web,B,0,0,0.0,0,0,
O0009609,2025-09-30,C002372,,web,A,0,0,0.0,0,0,
O0009610,2025-06-24,C000832,,web,B,0,0,0.0,0,0,
O0009611,2025-01-28,C000138,P000082,web,B,1,2,0.1351,82334,0,4.26
O0009612,2025-04-08,C001235,,app,A,0,0,0.0,0,0,
O0009613,2025-03-20,C001754,,web,B,0,0,0.0,0,0,
O0009614,2025-05-24,C000135,,app,A,0,0,0.0,0,0,
O0009615,2025-12-22,C001407,,store,A,0,0,0.0,0,0,
O0009616,2025-03-12,C001613,,web,A,0,0,0.0,0,0,
O0009617,2025-07-17,C002944,,app,B,0,0,0.0,0,0,
O0009618,2025-11-07,C000567,,web,B,0,0,0.0,0,0,
O0009619,2025-07-01,C000551,,app,B,0,0,0.0,0,0,
O0009620,2025-09-23,C001294,,store,B,0,0,0.0,0,0,
O0009621,2025-04-22,C000959,,web,B,0,0,0.0,0,0,
O0009622,2025-08-20,C002759,,store,B,0,0,0.0,0,0,
O0009623,2025-01-29,C002362,,web,A,0,0,0.0,0,0,
O0009624,2025-02-07,C000758,,web,B,0,0,0.0,0,0,
O0009625,2025-01-18,C001005,,web,A,0,0,0.0,0,0,
O0009626,2025-04-26,C001905,,web,A,0,0,0.0,0,0,
O0009627,2025-05-05,C002615,P000195,web,A,1,3,0.1111,78789,0,5.0
O0009628,2025-08-19,C000606,,app,B,0,0,0.0,0,0,
O0009629,2025-11-01,C000889,,web,B,0,0,0.0,0,0,
O0009630,2025-03-15,C001830,,store,A,0,0,0.0,0,0,
O0009631,2025-07-21,C002580,,web,B,0,0,0.0,0,0,
O0009632,2025-11-02,C000868,,web,B,0,0,0.0,0,0,
O0009633,2025-09-08,C001403,,app,B,0,0,0.0,0,0,
O0009634,2025-11-16,C002045,,app,B,0,0,0.0,0,0,
O0009635,2025-06-16,C001276,,store,A,0,0,0.0,0,0,
O0009636,2025-07-23,C002312,,store,A,0,0,0.0,0,0,
O0009637,2025-02-05,C001546,P000619,app,A,1,7,0.148,13946,0,
O0009638,2025-02-18,C002643,,store,A,0,0,0.0,0,0,
O0009639,2025-03-15,C001823,,web,A,0,0,0.0,0,0,
O0009640,2025-03-22,C002756,,store,A,0,0,0.0,0,0,
O0009641,2025-06-15,C002579,,web,B,0,0,0.0,0,0,
O0009642,2025-01-08,C000724,,web,B,0,0,0.0,0,0,
O0009643,2025-09-22,C002692,P000620,web,B,1,3,0.1306,2118,0,3.29
O0009644,2025-04-15,C000387,,app,A,0,0,0.0,0,0,
O0009645,2025-05-20,C000849,,app,B,0,0,0.0,0,0,
O0009646,2025-10-23,C000146,,web,B,0,0,0.0,0,0,
O0009647,2025-10-01,C000313,,web,B,0,0,0.0,0,0,
O0009648,2025-04-20,C002162,,app,B,0,0,0.0,0,0,
O0009649,2025-02-16,C000334,,app,B,0,0,0.0,0,0,
O0009650,2025-10-25,C000561,,store,B,0,0,0.0,0,0,
O0009651,2025-11-04,C001225,,store,A,0,0,0.0,0,0,
O0009652,2025-11-11,C002401,,app,A,0,0,0.0,0,0,
O0009653,2025-04-07,C002433,,app,B,0,0,0.0,0,0,
O0009654,2025-11-09,C002895,,app,A,0,0,0.0,0,0,
O0009655,2025-10-08,C000166,,store,A,0,0,0.0,0,0,
O0009656,2025-10-31,C000444,P000488,app,B,1,2,0.101,104632,0,3.7
O0009657,2025-01-19,C001197,,app,A,0,0,0.0,0,0,
O0009658,2025-03-13,C000850,,app,B,0,0,0.0,0,0,
O0009659,2025-03-29,C000292,,store,A,0,0,0.0,0,0,
O0009660,2025-08-12,C001573,,app,A,0,0,0.0,0,0,
O0009661,2025-01-28,C001407,,web,A,0,0,0.0,0,0,
O0009662,2025-06-05,C001292,,app,A,0,0,0.0,0,0,
O0009663,2025-01-10,C000068,,web,A,0,0,0.0,0,0,
O0009664,2025-03-23,C001278,P000241,web,B,1,3,0.1158,9235,0,4.04
O0009665,2025-11-12,C001375,,app,B,0,0,0.0,0,0,
O0009666,2025-12-02,C000652,,app,A,0,0,0.0,0,0,
O0009667,2025-08-14,C002385,,store,B,0,0,0.0,0,0,
O0009668,2025-12-18,C002668,P000473,store,A,1,4,0.0803,11055,0,3.81
O0009669,2025-09-12,C002787,,web,A,0,0,0.0,0,0,
O0009670,2025-05-18,C002045,,web,A,0,0,0.0,0,0,
O0009671,2025-06-20,C002029,,web,B,0,0,0.0,0,0,
O0009672,2025-11-04,C000462,,store,B,0,0,0.0,0,0,
O0009673,2025-10-05,C001183,P000647,web,A,1,4,0.2419,24345,0,3.37
O0009674,2025-12-29,C000014,,web,A,0,0,0.0,0,0,
O0009675,2025-07-14,C001679,,app,B,0,0,0.0,0,0,
O0009676,2025-12-12,C002289,,web,B,0,0,0.0,0,0,
O0009677,2025-10-29,C002008,,app,B,0,0,0.0,0,0,
O0009678,2025-04-05,C000048,,store,A,0,0,0.0,0,0,
O0009679,2025-12-07,C001670,,app,B,0,0,0.0,0,0,
O0009680,2025-01-09,C002642,P000161,web,A,1,4,0.1354,95412,0,5.0
O0009681,2025-10-27,C000307,,web,B,0,0,0.0,0,0,
O0009682,2025-03-10,C001589,,web,A,0,0,0.0,0,0,
O0009683,2025-05-27,C000751,,web,A,0,0,0.0,0,0,
O0009684,2025-03-06,C002791,,web,A,0,0,0.0,0,0,
O0009685,2025-01-02,C001653,,web,B,0,0,0.0,0,0,
O0009686,2025-04-08,C002316,,app,A,0,0,0.0,0,0,
O0009687,2025-06-29,C001574,,web,A,0,0,0.0,0,0,
O0009688,2025-05-18,C002684,,app,B,0,0,0.0,0,0,
O0009689,2025-02-22,C000863,,web,B,0,0,0.0,0,0,
O0009690,2025-10-22,C002232,,app,A,0,0,0.0,0,0,
O0009691,2025-09-29,C001288,,app,B,0,0,0.0,0,0,
O0009692,2025-05-07,C001730,,web,B,0,0,0.0,0,0,
O0009693,2025-07-11,C002058,,app,B,0,0,0.0,0,0,
O0009694,2025-11-26,C000520,P000337,app,B,1,2,0.1592,2876,0,3.59
O0009695,2025-06-23,C002604,,app,B,0,0,0.0,0,0,
O0009696,2025-09-06,C002183,P000599,store,B,1,5,0.0956,475489,0,4.1
O0009697,2025-02-15,C001228,,app,A,0,0,0.0,0,0,
O0009698,2025-02-01,C001777,,app,A,0,0,0.0,0,0,
O0009699,2025-06-20,C001991,,store,B,0,0,0.0,0,0,
O0009700,2025-12-26,C001364,,store,A,0,0,0.0,0,0,
O0009701,2025-03-16,C001906,,store,A,0,0,0.0,0,0,
O0009702,2025-04-12,C001676,,app,B,0,0,0.0,0,0,
O0009703,2025-09-28,C002339,,store,B,0,0,0.0,0,0,
O0009704,2025-09-14,C000697,,web,A,0,0,0.0,0,0,
O0009705,2025-03-04,C000013,,store,A,0,0,0.0,0,0,
O0009706,2025-10-18,C001214,,web,B,0,0,0.0,0,0,
O0009707,2025-06-12,C002474,,web,A,0,0,0.0,0,0,
O0009708,2025-05-17,C000373,,web,A,0,0,0.0,0,0,
O0009709,2025-04-23,C002584,,app,B,0,0,0.0,0,0,
O0009710,2025-11-20,C001230,P000040,app,B,1,6,0.112,7537,0,5.0
O0009711,2025-08-20,C000626,P000655,app,A,1,6,0.1603,8625,1,4.68
O0009712,2025-10-23,C001401,,app,B,0,0,0.0,0,0,
O0009713,2025-12-06,C002435,,web,A,0,0,0.0,0,0,
O0009714,2025-10-09,C002574,P000205,store,B,1,2,0.1846,3650,1,2.93
O0009715,2025-03-19,C001840,,app,A,0,0,0.0,0,0,
O0009716,2025-11-19,C001582,,app,A,0,0,0.0,0,0,
O0009717,2025-05-12,C002420,,store,A,0,0,0.0,0,0,
O0009718,2025-05-07,C002727,,web,A,0,0,0.0,0,0,
O0009719,2025-10-22,C002387,,web,B,0,0,0.0,0,0,
O0009720,2025-09-24,C002904,,web,A,0,0,0.0,0,0,
O0009721,2025-09-17,C002494,,app,B,0,0,0.0,0,0,
O0009722,2025-06-29,C000147,P000070,app,B,1,2,0.1025,11026,0,4.42
O0009723,2025-05-17,C000060,,web,A,0,0,0.0,0,0,
O0009724,2025-09-10,C001792,,web,A,0,0,0.0,0,0,
O0009725,2025-10-12,C002872,,app,A,0,0,0.0,0,0,
O0009726,2025-09-27,C000898,,app,B,0,0,0.0,0,0,
O0009727,2025-12-15,C002899,,web,A,0,0,0.0,0,0,
O0009728,2025-08-20,C002554,,web,B,0,0,0.0,0,0,
O0009729,2025-09-10,C000423,,web,B,0,0,0.0,0,0,
O0009730,2025-11-05,C001483,,web,B,0,0,0.0,0,0,
O0009731,2025-02-03,C000664,,app,B,0,0,0.0,0,0,
O0009732,2025-03-30,C000235,,app,A,0,0,0.0,0,0,
O0009733,2025-11-23,C002073,,store,B,0,0,0.0,0,0,
O0009734,2025-01-11,C000646,,app,B,0,0,0.0,0,0,
O0009735,2025-08-22,C001680,,web,B,0,0,0.0,0,0,
O0009736,2025-08-30,C002022,,web,A,0,0,0.0,0,0,
O0009737,2025-08-12,C001297,,app,A,0,0,0.0,0,0,
O0009738,2025-01-24,C000239,,app,A,0,0,0.0,0,0,
O0009739,2025-10-23,C000208,,app,A,0,0,0.0,0,0,
O0009740,2025-04-04,C001138,,web,B,0,0,0.0,0,0,
O0009741,2025-08-03,C000128,,web,B,0,0,0.0,0,0,
O0009742,2025-03-05,C002615,P000570,store,A,1,3,0.1385,1352,0,
O0009743,2025-01-09,C000499,,web,A,0,0,0.0,0,0,
O0009744,2025-05-07,C000088,,web,B,0,0,0.0,0,0,
O0009745,2025-02-21,C000421,P000706,app,A,1,5,0.0565,6448,0,4.78
O0009746,2025-12-28,C002089,P000244,app,A,1,2,0.1039,46300,0,4.41
O0009747,2025-11-29,C001767,P000023,app,A,1,4,0.1396,48293,0,4.65
O0009748,2025-09-10,C002027,,app,A,0,0,0.0,0,0,
O0009749,2025-05-22,C001041,P000643,web,B,1,2,0.0518,83710,0,4.8
O0009750,2025-01-14,C000963,,store,B,0,0,0.0,0,0,
O0009751,2025-07-01,C002015,,app,A,0,0,0.0,0,0,
O0009752,2025-12-22,C000339,,app,B,0,0,0.0,0,0,
O0009753,2025-08-05,C001183,,web,B,0,0,0.0,0,0,
O0009754,2025-12-16,C000308,,app,A,0,0,0.0,0,0,
O0009755,2025-08-24,C001273,,app,B,0,0,0.0,0,0,
O0009756,2025-09-18,C002908,,web,A,0,0,0.0,0,0,
O0009757,2025-01-20,C002551,,web,A,0,0,0.0,0,0,
O0009758,2025-10-13,C002031,,store,B,0,0,0.0,0,0,
O0009759,2025-05-21,C001973,,store,B,0,0,0.0,0,0,
O0009760,2025-03-03,C001128,,store,B,0,0,0.0,0,0,
O0009761,2025-07-28,C002116,,app,A,0,0,0.0,0,0,
O0009762,2025-07-15,C002501,,web,A,0,0,0.0,0,0,
O0009763,2025-05-20,C001678,P000021,web,B,1,4,0.1082,92408,0,5.0
O0009764,2025-06-17,C000311,P000500,app,A,1,3,0.1614,2188,0,3.97
O0009765,2025-04-29,C002083,,store,A,0,0,0.0,0,0,
O0009766,2025-08-29,C000381,,app,B,0,0,0.0,0,0,
O0009767,2025-01-30,C000972,,app,B,0,0,0.0,0,0,
O0009768,2025-09-25,C000593,,store,A,0,0,0.0,0,0,
O0009769,2025-07-18,C000151,,web,B,0,0,0.0,0,0,
O0009770,2025-04-04,C002291,,web,A,0,0,0.0,0,0,
O0009771,2025-05-15,C001936,,store,A,0,0,0.0,0,0,
O0009772,2025-04-14,C001227,,app,B,0,0,0.0,0,0,
O0009773,2025-10-27,C001145,,app,A,0,0,0.0,0,0,
O0009774,2025-11-16,C001928,,store,B,0,0,0.0,0,0,
O0009775,2025-08-26,C001595,,store,A,0,0,0.0,0,0,
O0009776,2025-04-11,C000698,,app,A,0,0,0.0,0,0,
O0009777,2025-11-26,C001442,,app,B,0,0,0.0,0,0,
O0009778,2025-05-10,C002332,,app,A,0,0,0.0,0,0,
O0009779,2025-06-01,C001657,,store,B,0,0,0.0,0,0,
O0009780,2025-09-15,C002405,,web,B,0,0,0.0,0,0,
O0009781,2025-08-12,C001525,,app,B,0,0,0.0,0,0,
O0009782,2025-09-19,C001240,,store,A,0,0,0.0,0,0,
O0009783,2025-01-08,C002227,,web,A,0,0,0.0,0,0,
O0009784,2025-05-19,C000628,,app,B,0,0,0.0,0,0,
O0009785,2025-03-04,C001881,,web,B,0,0,0.0,0,0,
O0009786,2025-12-22,C001891,,web,B,0,0,0.0,0,0,
O0009787,2025-01-20,C000831,,web,A,0,0,0.0,0,0,
O0009788,2025-05-08,C000769,,app,A,0,0,0.0,0,0,
O0009789,2025-12-17,C000252,,web,A,0,0,0.0,0,0,
O0009790,2025-04-06,C000445,,app,B,0,0,0.0,0,0,
O0009791,2025-10-30,C000287,,web,A,0,0,0.0,0,0,
O0009792,2025-01-29,C001848,,web,B,0,0,0.0,0,0,
O0009793,2025-10-24,C000365,,web,B,0,0,0.0,0,0,
O0009794,2025-05-23,C001539,,app,A,0,0,0.0,0,0,
O0009795,2025-09-15,C000335,,web,B,0,0,0.0,0,0,
O0009796,2025-08-16,C002351,P000403,app,B,1,3,0.2678,2567,0,4.98
O0009797,2025-09-05,C002033,P000704,store,A,1,1,0.1057,28798,0,4.22
O0009798,2025-02-02,C000877,,app,A,0,0,0.0,0,0,
O0009799,2025-05-05,C002206,,app,B,0,0,0.0,0,0,
O0009800,2025-01-01,C000676,,app,A,0,0,0.0,0,0,
O0009801,2025-12-04,C001906,P000071,app,A,1,3,0.1223,2906,0,4.97
O0009802,2025-05-23,C001922,,app,A,0,0,0.0,0,0,
O0009803,2025-12-03,C001310,,web,B,0,0,0.0,0,0,
O0009804,2025-06-27,C002104,,store,B,0,0,0.0,0,0,
O0009805,2025-10-25,C002844,,store,B,0,0,0.0,0,0,
O0009806,2025-04-10,C001241,,app,A,0,0,0.0,0,0,
O0009807,2025-06-01,C000851,,app,A,0,0,0.0,0,0,
O0009808,2025-01-27,C001328,,app,B,0,0,0.0,0,0,
O0009809,2025-11-19,C001704,,web,B,0,0,0.0,0,0,
O0009810,2025-09-22,C000371,,web,A,0,0,0.0,0,0,
O0009811,2025-05-21,C002880,,web,B,0,0,0.0,0,0,
O0009812,2025-05-02,C001409,,app,B,0,0,0.0,0,0,
O0009813,2025-08-28,C002892,,app,B,0,0,0.0,0,0,
O0009814,2025-03-25,C002884,P000742,web,A,1,3,0.1305,22919,0,5.0
O0009815,2025-08-28,C000192,,web,B,0,0,0.0,0,0,
O0009816,2025-05-24,C000342,,store,A,0,0,0.0,0,0,
O0009817,2025-07-07,C000545,P000785,app,B,1,4,0.0718,42235,0,4.07
O0009818,2025-05-27,C001704,,store,B,0,0,0.0,0,0,
O0009819,2025-05-12,C001062,,web,B,0,0,0.0,0,0,
O0009820,2025-05-01,C000056,P000268,app,A,1,3,0.0738,13555,0,3.26
O0009821,2025-04-17,C001693,,app,A,0,0,0.0,0,0,
O0009822,2025-10-01,C000977,P000523,web,B,1,1,0.1207,17585,0,4.52
O0009823,2025-03-26,C002531,,web,A,0,0,0.0,0,0,
O0009824,2025-09-17,C002284,,app,A,0,0,0.0,0,0,
O0009825,2025-09-22,C002534,,app,B,0,0,0.0,0,0,
O0009826,2025-01-14,C001702,P000731,app,A,1,1,0.1135,1830,0,3.94
O0009827,2025-09-06,C002088,P000141,web,A,1,5,0.1502,51141,1,
O0009828,2025-05-09,C000244,,app,B,0,0,0.0,0,0,
O0009829,2025-09-01,C002280,,app,A,0,0,0.0,0,0,
O0009830,2025-07-28,C001356,,app,B,0,0,0.0,0,0,
O0009831,2025-03-18,C000014,,store,B,0,0,0.0,0,0,
O0009832,2025-11-01,C000238,P000475,web,B,1,3,0.124,8737,0,5.0
O0009833,2025-12-07,C000925,,app,A,0,0,0.0,0,0,
O0009834,2025-04-26,C001121,,web,A,0,0,0.0,0,0,
O0009835,2025-05-30,C000627,P000210,app,B,1,3,0.0949,36215,0,
O0009836,2025-01-11,C002307,,store,B,0,0,0.0,0,0,
O0009837,2025-01-10,C001341,,app,A,0,0,0.0,0,0,
O0009838,2025-11-06,C000775,,store,A,0,0,0.0,0,0,
O0009839,2025-11-25,C002022,,web,A,0,0,0.0,0,0,
O0009840,2025-09-19,C001361,,store,B,0,0,0.0,0,0,
O0009841,2025-11-09,C002337,,app,A,0,0,0.0,0,0,
O0009842,2025-07-25,C001502,P000528,web,A,1,5,0.1703,139356,1,3.94
O0009843,2025-04-25,C002249,,app,B,0,0,0.0,0,0,
O0009844,2025-08-03,C002560,,app,A,0,0,0.0,0,0,
O0009845,2025-05-22,C000238,,store,A,0,0,0.0,0,0,
O0009846,2025-10-03,C000365,,web,A,0,0,0.0,0,0,
O0009847,2025-03-16,C002192,,app,B,0,0,0.0,0,0,
O0009848,2025-07-12,C001652,,app,A,0,0,0.0,0,0,
O0009849,2025-11-11,C000723,,web,B,0,0,0.0,0,0,
O0009850,2025-08-14,C000093,P000429,store,A,1,2,0.0949,3261,0,3.28
O0009851,2025-02-04,C002867,,app,A,0,0,0.0,0,0,
O0009852,2025-12-30,C000281,,app,A,0,0,0.0,0,0,
O0009853,2025-07-13,C001389,,store,B,0,0,0.0,0,0,
O0009854,2025-03-23,C000663,,store,B,0,0,0.0,0,0,
O0009855,2025-10-04,C001187,,store,A,0,0,0.0,0,0,
O0009856,2025-08-19,C002160,,web,A,0,0,0.0,0,0,
O0009857,2025-02-21,C001528,,store,A,0,0,0.0,0,0,
O0009858,2025-10-15,C000124,,web,A,0,0,0.0,0,0,
O0009859,2025-06-11,C000262,,app,A,0,0,0.0,0,0,
O0009860,2025-02-23,C002836,,store,A,0,0,0.0,0,0,
O0009861,2025-02-23,C000756,P000094,web,B,1,2,0.1052,3077,0,3.96
O0009862,2025-12-03,C001284,,web,B,0,0,0.0,0,0,
O0009863,2025-04-24,C002357,P000580,store,B,1,4,0.0795,23116,0,5.0
O0009864,2025-04-17,C002516,,web,B,0,0,0.0,0,0,
O0009865,2025-09-13,C000853,P000437,web,A,1,3,0.0955,60046,0,3.99
O0009866,2025-10-08,C000666,,web,B,0,0,0.0,0,0,
O0009867,2025-02-05,C001313,,app,A,0,0,0.0,0,0,
O0009868,2025-08-16,C001014,,app,B,0,0,0.0,0,0,
O0009869,2025-07-25,C002104,,web,B,0,0,0.0,0,0,
O0009870,2025-07-20,C002182,,store,A,0,0,0.0,0,0,
O0009871,2025-02-03,C000781,P000742,app,A,1,2,0.1145,18409,0,5.0
O0009872,2025-12-05,C001138,,app,A,0,0,0.0,0,0,
O0009873,2025-12-21,C002192,,web,B,0,0,0.0,0,0,
O0009874,2025-06-05,C001523,,store,A,0,0,0.0,0,0,
O0009875,2025-08-30,C001654,P000160,web,B,1,2,0.103,199113,0,4.8
O0009876,2025-06-18,C002428,P000756,store,B,1,2,0.2028,14123,0,3.64
O0009877,2025-05-27,C001956,,web,A,0,0,0.0,0,0,
O0009878,2025-07-13,C001954,P000427,store,A,1,2,0.1082,2813,0,3.78
O0009879,2025-07-08,C001445,P000326,store,B,1,1,0.0976,9011,0,4.39
O0009880,2025-11-25,C002508,,web,A,0,0,0.0,0,0,
O0009881,2025-07-13,C000069,,web,B,0,0,0.0,0,0,
O0009882,2025-12-25,C000260,,web,B,0,0,0.0,0,0,
O0009883,2025-04-17,C002030,P000451,web,B,1,3,0.1715,4083,0,4.29
O0009884,2025-12-13,C001825,,app,A,0,0,0.0,0,0,
O0009885,2025-09-04,C000840,P000305,web,A,1,3,0.0347,64686,0,4.93
O0009886,2025-11-06,C001804,,web,B,0,0,0.0,0,0,
O0009887,2025-07-12,C000322,,app,A,0,0,0.0,0,0,
O0009888,2025-06-25,C001822,,web,B,0,0,0.0,0,0,
O0009889,2025-03-02,C001084,,app,A,0,0,0.0,0,0,
O0009890,2025-04-14,C001767,P000563,web,A,1,2,0.1293,4561,0,4.02
O0009891,2025-01-30,C001023,P000205,web,A,1,4,0.0513,6805,0,3.97
O0009892,2025-12-12,C002172,,web,B,0,0,0.0,0,0,
O0009893,2025-04-25,C000336,,web,B,0,0,0.0,0,0,
O0009894,2025-02-24,C002533,,web,A,0,0,0.0,0,0,
O0009895,2025-10-06,C001485,,web,A,0,0,0.0,0,0,
O0009896,2025-01-14,C000689,P000394,web,B,1,2,0.1033,1103,0,
O0009897,2025-10-12,C002887,,web,A,0,0,0.0,0,0,
O0009898,2025-07-13,C000314,,app,B,0,0,0.0,0,0,
O0009899,2025-10-02,C001612,,app,B,0,0,0.0,0,0,
O0009900,2025-08-08,C000222,P000782,store,A,1,3,0.1031,149271,0,4.08
O0009901,2025-10-17,C002699,,app,B,0,0,0.0,0,0,
O0009902,2025-09-06,C000476,,web,A,0,0,0.0,0,0,
O0009903,2025-10-14,C000756,,app,B,0,0,0.0,0,0,
O0009904,2025-05-30,C001968,,app,B,0,0,0.0,0,0,
O0009905,2025-05-07,C002655,,app,B,0,0,0.0,0,0,
O0009906,2025-11-01,C001250,,web,A,0,0,0.0,0,0,
O0009907,2025-04-24,C000781,P000411,app,B,1,2,0.0998,7757,0,4.94
O0009908,2025-09-06,C001049,,web,A,0,0,0.0,0,0,
O0009909,2025-03-01,C002753,P000110,web,B,1,1,0.0649,8413,0,4.98
O0009910,2025-11-05,C002730,,app,B,0,0,0.0,0,0,
O0009911,2025-04-26,C000368,,store,B,0,0,0.0,0,0,
O0009912,2025-11-10,C002701,,store,A,0,0,0.0,0,0,
O0009913,2025-12-10,C002523,,store,B,0,0,0.0,0,0,
O0009914,2025-11-21,C001617,,web,A,0,0,0.0,0,0,
O0009915,2025-08-31,C000767,,app,A,0,0,0.0,0,0,
O0009916,2025-08-05,C001376,,web,A,0,0,0.0,0,0,
O0009917,2025-06-20,C002326,P000150,app,A,1,2,0.0971,4778,0,4.01
O0009918,2025-02-06,C000812,,app,A,0,0,0.0,0,0,
O0009919,2025-09-05,C001032,,web,A,0,0,0.0,0,0,
O0009920,2025-03-18,C001380,,web,A,0,0,0.0,0,0,
O0009921,2025-07-16,C000203,,store,B,0,0,0.0,0,0,
O0009922,2025-03-10,C001233,,web,A,0,0,0.0,0,0,
O0009923,2025-05-26,C000402,,web,B,0,0,0.0,0,0,
O0009924,2025-06-27,C000021,P000001,store,B,1,4,0.0707,3803,0,4.5
O0009925,2025-07-12,C001162,,web,A,0,0,0.0,0,0,
O0009926,2025-03-01,C002276,,store,A,0,0,0.0,0,0,
O0009927,2025-10-30,C002949,,web,B,0,0,0.0,0,0,
O0009928,2025-04-24,C001316,P000251,web,B,1,1,0.1692,63925,0,5.0
O0009929,2025-08-24,C002262,P000680,web,A,1,2,0.1157,8239,0,3.86
O0009930,2025-03-23,C000669,,web,A,0,0,0.0,0,0,
O0009931,2025-09-16,C001910,P000066,web,B,1,1,0.188,1530,0,3.29
O0009932,2025-10-14,C001999,P000700,app,B,1,2,0.122,4652,0,4.75
O0009933,2025-01-30,C000997,,app,B,0,0,0.0,0,0,
O0009934,2025-09-04,C001344,,web,A,0,0,0.0,0,0,
O0009935,2025-01-09,C002011,,web,A,0,0,0.0,0,0,
O0009936,2025-10-27,C000942,P000782,app,A,1,3,0.0636,139899,0,5.0
O0009937,2025-06-04,C001812,,web,B,0,0,0.0,0,0,
O0009938,2025-01-06,C000693,,web,B,0,0,0.0,0,0,
O0009939,2025-09-25,C001607,P000087,store,B,1,1,0.1353,7891,0,
O0009940,2025-09-13,C000178,,store,B,0,0,0.0,0,0,
O0009941,2025-09-30,C001340,,web,B,0,0,0.0,0,0,
O0009942,2025-01-05,C001510,,web,A,0,0,0.0,0,0,
O0009943,2025-11-28,C002482,,app,A,0,0,0.0,0,0,
O0009944,2025-05-17,C001127,,app,A,0,0,0.0,0,0,
O0009945,2025-10-19,C000019,,store,A,0,0,0.0,0,0,
O0009946,2025-01-01,C000121,,app,A,0,0,0.0,0,0,
O0009947,2025-08-04,C001619,P000075,web,A,1,2,0.1114,1771,0,
O0009948,2025-10-10,C002438,,app,A,0,0,0.0,0,0,
O0009949,2025-09-16,C002672,,web,A,0,0,0.0,0,0,
O0009950,2025-03-28,C002425,P000633,app,A,1,1,0.0825,1731,1,3.83
O0009951,2025-02-14,C001020,P000257,app,A,1,180,0.1455,3351533,0,4.41
O0009952,2025-08-04,C001471,,store,B,0,0,0.0,0,0,
O0009953,2025-12-31,C002665,P000751,web,B,1,2,0.0991,8347,1,4.43
O0009954,2025-01-24,C002517,,app,B,0,0,0.0,0,0,
O0009955,2025-12-26,C001362,,web,B,0,0,0.0,0,0,
O0009956,2025-01-06,C001444,,store,A,0,0,0.0,0,0,
O0009957,2025-04-30,C000209,,web,A,0,0,0.0,0,0,
O0009958,2025-12-10,C000507,,web,B,0,0,0.0,0,0,
O0009959,2025-06-25,C001588,,web,A,0,0,0.0,0,0,
O0009960,2025-12-02,C001553,P000165,app,A,1,4,0.1647,84642,0,4.89
O0009961,2025-06-23,C001725,,web,B,0,0,0.0,0,0,
O0009962,2025-03-30,C000938,,app,A,0,0,0.0,0,0,
O0009963,2025-10-16,C000681,P000583,web,B,1,5,0.1118,8767,1,
O0009964,2025-12-15,C001358,,app,B,0,0,0.0,0,0,
O0009965,2025-05-31,C002637,,store,B,0,0,0.0,0,0,
O0009966,2025-02-08,C002913,,web,A,0,0,0.0,0,0,
O0009967,2025-01-27,C000158,,app,A,0,0,0.0,0,0,
O0009968,2025-03-09,C001067,P000641,web,A,1,1,0.0521,2135,1,2.01
O0009969,2025-01-08,C001564,,app,B,0,0,0.0,0,0,
O0009970,2025-06-14,C000648,,web,A,0,0,0.0,0,0,
O0009971,2025-09-19,C001060,,web,A,0,0,0.0,0,0,
O0009972,2025-08-21,C000386,,app,A,0,0,0.0,0,0,
O0009973,2025-10-08,C001392,P000640,web,B,1,3,0.1435,13563,0,4.37
O0009974,2025-05-10,C002652,P000524,web,B,1,6,0.1381,12445,0,4.02
