customer_id,age,region,income_man,price_sens,quality_pref,digital_pref
C000580,45,east,490.7,0.59,0.233,0.497
C000581,18,east,311.9,0.703,0.323,0.522
C000582,27,east,584.1,0.748,0.51,0.589
C000583,37,east,311.1,0.755,0.619,0.505
C000584,28,east,304.6,0.554,0.437,0.736
C000585,50,north,589.5,0.824,0.36,0.34
C000586,65,north,423.5,0.602,0.208,0.613
C000587,27,east,144.7,0.793,0.178,0.363
C000588,31,central,192.1,0.38,0.387,0.286
C000589,44,north,231.1,0.863,0.27,0.495
C000590,60,east,270.8,0.751,0.416,0.241
C000591,26,central,589.9,0.595,0.463,0.396
C000592,44,central,524.6,0.543,0.574,0.395
C000593,63,south,871.7,0.416,0.328,0.237
C000594,21,east,722.6,0.484,0.771,0.685
C000595,26,east,875.1,0.571,0.402,0.524
C000596,36,east,662.7,0.653,0.632,0.47
C000597,35,north,521.7,0.57,0.425,0.584
C000598,51,east,889.7,0.64,0.555,0.676
C000599,44,west,798.6,0.508,0.514,0.816
C000600,20,east,576.4,0.509,0.524,0.72
C000601,47,west,986.2,0.507,0.661,0.546
C000602,34,east,112.6,0.707,0.318,0.555
C000603,56,east,386.4,0.699,0.617,0.534
C000604,33,south,382.9,0.435,0.453,0.677
C000605,33,central,,0.337,0.836,0.864
C000606,47,east,1180.9,0.138,0.643,0.123
C000607,50,west,192.7,0.777,0.428,0.433
C000608,46,east,1072.7,0.702,0.674,0.576
C000609,21,north,227.8,0.753,0.217,0.678
C000610,47,south,231.9,0.863,0.331,0.313
C000611,29,east,399.7,1.0,0.488,0.367
C000612,44,west,380.0,0.729,0.397,0.683
C000613,24,west,180.6,0.702,0.315,0.511
C000614,46,east,679.4,0.458,0.648,0.157
C000615,31,north,691.5,0.548,0.518,0.784
C000616,26,east,865.8,0.408,0.125,0.74
C000617,50,central,354.7,0.598,0.64,0.457
C000618,44,west,449.2,0.782,0.391,0.339
C000619,34,east,451.7,0.787,0.313,0.569
C000620,58,north,1266.5,0.18,0.474,0.667
C000621,36,west,84.0,0.847,0.05,0.255
C000622,41,north,259.1,0.675,0.241,0.23
C000623,44,west,461.5,0.719,0.33,0.396
C000624,34,south,239.8,0.931,0.208,0.587
C000625,47,west,394.0,1.0,0.489,0.402
C000626,35,east,426.5,0.575,0.73,0.714
C000627,36,north,310.0,0.646,0.484,0.796
C000628,57,north,478.1,0.71,0.616,0.487
C000629,29,west,670.6,0.452,0.459,0.739
C000630,18,central,399.2,0.637,0.428,0.758
C000631,60,east,350.5,0.622,0.45,0.412
C000632,72,west,416.5,0.256,0.321,0.067
C000633,36,south,458.0,0.649,0.376,0.372
C000634,18,north,161.9,0.811,0.36,0.434
C000635,37,north,606.8,0.765,0.659,0.541
C000636,38,east,350.9,0.685,0.396,0.61
C000637,39,south,980.6,0.29,0.412,0.267
C000638,28,west,655.8,0.52,0.467,0.649
C000639,48,south,928.2,0.176,0.364,0.319
C000640,47,central,250.8,0.569,0.33,0.287
C000641,23,south,368.1,0.77,0.434,0.544
C000642,49,central,218.3,0.742,0.251,0.263
C000643,66,south,301.3,0.853,0.392,0.489
C000644,43,central,975.1,0.184,0.653,0.495
C000645,37,central,1123.0,0.415,0.657,0.734
C000646,39,south,231.0,0.696,0.122,0.468
C000647,48,south,349.4,0.828,0.347,0.413
C000648,20,central,439.4,0.74,0.493,1.0
C000649,43,west,653.7,0.656,0.747,0.204
C000650,36,west,160.0,1.0,0.188,0.835
C000651,63,west,175.8,0.767,0.331,0.72
C000652,39,central,617.1,0.771,0.631,0.71
C000653,61,west,142.9,0.707,0.177,0.337
C000654,28,central,351.8,0.521,0.559,0.919
C000655,48,south,507.0,0.723,0.64,0.43
C000656,45,central,590.3,0.354,0.697,0.374
C000657,31,east,422.5,0.733,0.492,0.535
C000658,43,south,369.4,0.689,0.75,0.415
C000659,56,south,763.5,0.689,0.449,0.249
C000660,37,central,545.9,0.587,0.793,0.793
C000661,21,central,312.0,0.716,0.478,0.528
C000662,41,west,470.5,0.702,0.646,0.537
C000663,30,west,578.9,0.484,0.438,0.331
C000664,37,north,1289.7,0.318,0.773,0.577
C000665,40,central,737.3,0.607,0.749,0.319
C000666,21,east,953.3,0.48,0.423,0.447
C000667,22,south,318.9,0.642,0.343,0.654
C000668,47,south,335.9,0.68,0.056,0.712
C000669,35,west,399.4,0.897,0.385,0.673
C000670,18,east,422.0,0.581,0.301,0.806
C000671,50,east,251.2,0.68,0.287,0.454
C000672,44,central,983.2,0.222,1.0,0.455
C000673,32,west,781.5,0.517,0.804,0.764
C000674,25,north,382.9,0.765,0.188,0.542
C000675,51,south,676.0,0.678,0.601,0.64
C000676,45,east,,0.619,0.587,0.762
C000677,70,central,708.5,0.687,0.476,0.172
C000678,46,east,205.3,0.901,0.306,0.369
C000679,46,east,421.5,0.814,0.464,0.399
C000680,39,north,444.3,0.784,0.231,0.264
C000681,51,west,668.8,0.79,0.36,0.379
C000682,49,west,315.5,0.68,0.391,0.747
C000683,56,south,102.6,0.731,0.155,0.229
C000684,35,west,240.4,0.859,0.204,0.85
C000685,36,east,443.5,0.754,0.314,0.491
C000686,35,east,478.0,0.858,0.434,1.0
C000687,50,east,1263.3,0.62,0.775,0.344
C000688,59,central,652.5,0.852,0.499,0.388
C000689,35,north,483.1,0.713,0.693,0.403
C000690,36,central,451.1,0.668,0.332,0.44
C000691,45,east,892.2,0.29,0.602,0.783
C000692,38,north,322.8,0.747,0.316,0.659
C000693,52,east,422.9,0.564,0.512,0.672
C000694,18,north,239.3,0.792,0.192,0.441
C000695,31,south,1077.7,0.468,0.9,0.744
C000696,32,west,582.1,0.653,0.234,0.412
C000697,18,east,,0.7,0.613,0.437
C000698,29,south,429.5,0.784,0.44,0.675
C000699,30,west,624.5,0.16,0.584,0.666
C000700,39,central,395.8,0.688,0.61,0.568
C000701,54,central,333.8,0.874,0.505,0.596
C000702,38,south,310.6,0.989,0.252,0.739
C000703,29,central,563.7,0.699,0.571,0.921
C000704,40,south,371.1,0.925,0.677,0.312
C000705,54,west,350.4,0.71,0.253,0.752
C000706,29,south,206.4,0.79,0.598,1.0
C000707,30,north,481.9,0.7,0.507,0.547
C000708,48,south,412.6,0.651,0.354,0.16
C000709,38,central,379.3,0.551,0.268,0.287
C000710,49,north,518.3,0.529,0.431,0.395
C000711,41,central,720.6,0.373,0.237,0.946
C000712,49,central,700.8,0.625,0.462,0.49
C000713,29,east,640.9,0.565,0.467,0.504
C000714,41,west,398.1,0.605,0.25,0.406
C000715,38,central,327.3,0.613,0.484,0.299
C000716,26,central,245.9,0.831,0.282,0.823
C000717,22,north,322.3,0.818,0.274,0.658
C000718,49,east,465.5,0.458,0.394,0.907
C000719,37,south,287.0,0.531,0.399,0.697
C000720,29,east,487.3,0.761,0.463,0.793
C000721,40,east,257.7,0.539,0.219,0.502
C000722,55,north,169.8,0.911,0.26,0.227
C000723,18,north,752.1,0.774,0.531,0.529
C000724,23,west,346.0,0.93,0.212,0.395
C000725,30,south,278.4,0.841,0.297,0.802
C000726,59,south,238.6,0.867,0.396,0.34
C000727,44,south,592.9,0.917,0.577,0.713
C000728,50,east,1049.6,0.115,0.571,0.507
C000729,27,east,361.2,0.608,0.493,0.582
C000730,28,north,404.2,0.783,0.267,0.4
C000731,46,east,875.0,0.451,0.426,0.568
C000732,42,east,155.2,1.0,0.185,0.492
C000733,48,east,1497.2,0.388,0.901,0.674
C000734,39,north,1993.6,0.356,0.758,0.414
C000735,44,north,90.7,0.913,0.074,0.645
C000736,43,south,433.9,0.563,0.66,0.857
C000737,50,west,298.8,0.634,0.311,0.535
C000738,51,central,392.4,0.702,0.744,0.63
C000739,22,south,357.9,0.564,0.313,0.79
C000740,18,west,748.7,0.675,0.386,1.0
C000741,53,north,430.0,0.741,0.402,0.533
C000742,55,west,266.3,0.904,0.294,0.585
C000743,29,north,414.8,0.481,0.298,0.62
C000744,19,west,626.5,0.313,0.892,0.542
C000745,42,east,226.1,0.771,0.346,0.294
C000746,52,west,171.3,1.0,0.312,0.719
C000747,63,east,1520.6,0.581,0.61,0.187
C000748,47,south,312.9,0.624,0.277,0.65
C000749,37,central,423.6,0.71,0.578,0.654
C000750,30,south,362.3,0.787,0.141,0.804
C000751,41,west,639.1,0.359,0.335,0.44
C000752,37,west,1332.6,0.623,0.616,0.413
C000753,29,north,651.4,0.535,0.712,0.703
C000754,66,south,185.0,0.798,0.202,0.31
C000755,62,west,200.5,0.799,0.337,0.15
C000756,55,east,362.1,0.849,0.397,0.833
C000757,30,east,391.6,0.549,0.603,0.462
C000758,51,central,163.7,0.58,0.0,0.274
C000759,49,west,752.1,0.58,0.649,0.439
C000760,46,west,239.7,0.454,0.28,0.759
C000761,56,west,1126.9,0.405,0.758,0.005
C000762,49,east,1371.4,0.589,0.536,0.721
C000763,50,west,396.3,0.746,0.414,0.298
C000764,49,east,598.6,0.733,0.478,0.54
C000765,45,west,219.7,0.871,0.142,0.38
C000766,20,south,668.8,0.916,0.323,1.0
C000767,42,north,341.1,0.601,0.293,0.561
C000768,34,south,239.6,0.82,0.329,0.45
C000769,26,east,386.7,0.599,0.292,0.588
C000770,61,south,347.9,0.829,0.335,0.421
C000771,62,south,378.5,0.66,0.118,0.432
C000772,57,south,813.2,0.774,0.499,0.519
C000773,44,west,287.2,0.644,0.5,0.522
C000774,57,central,1302.8,0.633,0.754,0.156
C000775,41,west,207.7,0.878,0.268,0.475
C000776,43,south,1212.6,0.431,0.671,0.65
C000777,28,south,250.0,0.833,0.194,0.5
C000778,46,east,459.7,0.669,0.684,0.643
C000779,42,east,342.8,0.742,0.692,0.542
C000780,25,west,374.3,0.64,0.424,0.611
C000781,40,east,744.0,0.428,0.925,0.789
C000782,40,east,1131.3,0.4,0.518,0.202
C000783,63,east,939.7,0.234,0.395,0.254
C000784,52,west,360.8,0.805,0.285,0.712
C000785,41,east,513.8,0.422,0.429,0.909
C000786,44,south,287.7,0.691,0.693,0.979
C000787,42,west,253.7,0.846,0.279,0.546
C000788,39,south,231.2,0.893,0.174,0.649
C000789,28,north,353.8,0.416,0.253,0.797
C000790,39,west,534.3,0.586,0.641,0.812
C000791,32,north,146.1,0.928,0.361,0.669
C000792,26,south,447.4,0.643,0.362,0.833
C000793,47,east,1142.3,0.649,0.341,0.593
C000794,46,central,901.8,0.372,0.406,0.612
C000795,20,east,323.8,0.393,0.628,0.506
C000796,40,west,199.0,0.919,0.376,0.484
C000797,53,east,606.1,0.494,0.505,0.354
C000798,54,west,114.5,0.644,0.443,0.214
C000799,53,west,895.4,0.473,0.867,0.129
C000800,41,east,404.7,0.84,0.409,0.458
C000801,31,east,1380.2,0.221,0.657,0.56
C000802,28,north,163.2,1.0,0.146,0.655
C000803,45,north,798.0,0.394,0.508,0.626
C000804,46,central,433.1,0.655,0.205,0.546
C000805,56,east,377.1,0.487,0.177,0.387
C000806,54,north,202.2,0.8,0.018,0.269
C000807,39,central,657.7,0.538,0.674,0.732
C000808,26,north,690.1,0.325,0.287,0.628
C000809,37,east,1342.5,0.839,0.947,0.484
C000810,44,south,842.2,0.434,0.452,0.485
C000811,39,central,322.1,0.627,0.63,0.41
C000812,34,south,251.9,0.896,0.265,0.486
C000813,44,west,202.4,1.0,0.041,0.41
C000814,35,central,1113.4,0.622,0.81,0.528
C000815,33,north,288.4,0.543,0.557,0.73
C000816,45,central,1118.1,0.484,0.482,0.596
C000817,36,central,630.3,0.285,0.454,0.887
C000818,44,central,560.7,0.725,0.344,0.764
C000819,44,east,382.6,0.421,0.385,0.913
C000820,27,north,683.8,0.43,0.536,0.753
C000821,35,south,455.7,0.631,0.386,0.694
C000822,58,west,368.6,0.741,0.123,0.327
C000823,27,west,698.4,0.507,0.437,0.806
C000824,18,central,421.9,0.875,0.529,0.573
C000825,19,west,284.9,0.834,0.313,0.403
C000826,41,east,659.3,0.654,0.463,0.848
C000827,41,east,442.7,0.453,0.293,0.293
C000828,40,north,,0.826,0.407,0.638
C000829,56,east,350.3,0.564,0.597,0.262
C000830,18,north,222.7,1.0,0.124,0.929
C000831,46,central,1302.8,0.725,0.757,0.761
C000832,60,south,1163.5,0.521,0.633,0.516
C000833,27,west,781.7,0.679,0.583,0.89
C000834,36,east,364.5,0.214,0.284,0.579
C000835,32,south,384.2,0.637,0.351,1.0
C000836,30,central,1054.3,0.629,0.605,0.769
C000837,37,central,372.0,0.811,0.32,0.391
C000838,58,west,314.7,0.523,0.414,0.438
C000839,63,central,1414.6,0.361,0.733,0.358
C000840,37,west,447.0,0.255,0.76,0.521
C000841,64,west,1329.1,0.48,0.694,0.051
C000842,41,central,198.8,0.515,0.0,0.62
C000843,62,east,627.7,0.737,0.677,0.119
C000844,40,east,1593.8,0.559,0.658,0.045
C000845,43,east,468.3,0.555,0.746,0.46
C000846,45,west,392.6,0.74,0.629,0.364
C000847,79,west,228.3,0.737,0.224,0.105
C000848,51,south,880.6,0.536,0.678,0.0
C000849,33,west,289.8,0.55,0.259,0.429
C000850,53,east,434.6,0.734,0.429,0.424
C000851,37,central,219.3,0.532,0.394,0.444
C000852,35,east,1170.7,0.168,0.794,0.662
C000853,52,central,919.8,0.473,0.713,0.745
C000854,41,east,451.4,0.602,0.448,0.646
C000855,44,west,230.2,0.809,0.674,0.727
C000856,41,west,1156.1,0.348,0.57,0.765
C000857,45,central,369.3,0.956,0.155,0.311
C000858,46,north,237.0,0.786,0.095,0.596
C000859,18,central,159.8,0.876,0.45,0.903
C000860,49,west,312.2,0.737,0.351,0.4
C000861,29,west,192.2,0.955,0.29,0.469
C000862,24,west,316.6,0.791,0.284,0.768
C000863,40,north,719.0,0.607,0.462,0.254
C000864,42,west,367.2,0.785,0.277,0.318
C000865,33,east,569.4,0.313,0.554,0.466
C000866,51,east,298.0,0.448,0.339,0.563
C000867,25,south,478.3,0.611,0.513,0.699
C000868,36,west,,0.37,0.722,0.784
C000869,34,north,373.2,0.759,0.335,0.408
C000870,40,north,579.3,0.587,0.268,0.355
C000871,44,east,179.8,0.905,0.021,0.627
C000872,29,east,1145.1,0.261,1.0,0.467
C000873,50,west,345.5,0.685,0.605,0.359
C000874,42,east,864.0,0.303,0.767,0.165
C000875,18,central,427.2,0.703,0.324,0.762
C000876,18,east,663.9,0.275,0.515,1.0
C000877,41,north,,0.601,0.398,0.337
C000878,38,central,350.6,0.464,0.189,0.768
C000879,40,east,885.7,0.441,0.483,0.538
C000880,41,west,291.7,0.855,0.548,0.19
C000881,44,central,733.6,0.571,0.66,0.343
C000882,52,central,364.0,0.43,0.248,0.275
C000883,28,south,567.3,0.487,0.435,0.571
C000884,27,north,348.6,0.46,0.497,0.725
C000885,28,west,474.0,0.37,0.361,1.0
C000886,44,central,241.4,0.776,0.323,0.236
C000887,56,central,533.7,0.684,0.53,0.341
C000888,36,north,472.4,0.691,0.504,0.399
C000889,18,east,332.7,0.785,0.414,0.45
C000890,21,east,445.1,0.635,0.336,0.702
C000891,31,north,498.5,0.573,0.374,0.613
C000892,34,south,317.8,0.543,0.196,0.229
C000893,36,east,425.8,0.579,0.191,0.582
C000894,41,east,251.6,0.552,0.302,0.302
C000895,37,north,1879.3,0.222,0.844,0.573
C000896,54,west,868.4,0.516,0.36,0.706
C000897,33,north,,0.579,0.514,0.692
C000898,31,west,929.4,0.949,0.699,0.649
C000899,47,north,140.3,0.665,0.0,0.395
C000900,23,central,99.1,0.918,0.093,0.682
C000901,46,north,362.0,0.464,0.639,0.621
C000902,42,west,201.2,0.737,0.358,0.629
C000903,39,east,399.1,0.606,0.131,0.537
C000904,60,north,520.4,0.732,0.564,0.453
C000905,34,east,799.1,0.452,0.439,0.329
C000906,66,north,232.4,0.738,0.407,0.221
C000907,38,north,584.6,0.517,0.385,0.706
C000908,26,west,464.0,0.418,0.434,0.816
C000909,42,south,566.6,0.49,0.401,0.555
C000910,28,north,336.8,0.635,0.378,0.93
C000911,32,west,1054.8,0.475,0.521,0.708
C000912,46,west,432.3,0.726,0.394,0.461
C000913,48,east,1333.7,0.382,0.477,0.25
C000914,34,east,286.3,0.687,0.419,0.88
C000915,53,north,718.3,0.282,0.556,0.613
C000916,55,east,443.8,0.718,0.191,0.805
C000917,58,west,377.9,0.565,0.55,0.857
C000918,47,central,672.2,0.666,0.49,0.244
C000919,57,central,384.4,0.863,0.429,0.174
C000920,18,central,93.1,0.921,0.236,0.131
C000921,37,west,73.2,0.844,0.122,0.755
C000922,31,north,987.0,0.475,0.768,0.744
C000923,42,east,962.4,0.534,0.544,0.556
C000924,34,east,1427.4,0.356,0.822,0.347
C000925,39,north,455.2,0.547,0.457,0.539
C000926,64,north,211.8,0.869,0.361,0.419
C000927,39,west,357.6,0.755,0.45,0.714
C000928,46,east,463.2,0.576,0.628,0.563
C000929,38,east,251.4,0.502,0.428,0.697
C000930,42,south,1236.9,0.5,0.572,0.511
C000931,41,east,1763.3,0.246,0.613,0.779
C000932,46,central,612.9,0.605,0.49,0.634
C000933,55,east,457.0,0.654,0.325,0.208
C000934,61,west,211.5,0.502,0.127,0.681
C000935,45,east,1163.4,0.456,0.307,0.76
C000936,48,west,481.6,0.698,0.217,0.587
C000937,27,north,386.7,0.76,0.703,0.697
C000938,40,north,614.0,0.59,0.4,0.882
C000939,52,west,323.7,0.403,0.656,0.139
C000940,51,east,502.4,0.804,0.518,0.721
C000941,44,east,193.6,0.864,0.26,0.427
C000942,52,central,883.1,0.319,0.346,0.685
C000943,47,north,432.1,0.524,0.428,0.525
C000944,55,west,922.0,0.525,0.863,0.196
C000945,44,west,407.7,0.756,0.65,0.423
C000946,37,east,423.9,0.573,0.465,0.775
C000947,45,west,,0.899,0.123,0.473
C000948,18,north,725.7,0.27,0.388,0.58
C000949,46,south,,0.578,0.207,0.382
C000950,18,east,343.6,0.378,0.574,0.832
C000951,20,east,460.3,0.495,0.685,1.0
C000952,46,east,494.7,0.841,0.484,0.08
C000953,47,central,165.3,1.0,0.19,1.0
C000954,27,south,400.5,0.693,0.645,0.682
C000955,32,central,741.3,0.439,0.389,0.722
C000956,57,south,366.6,0.642,0.403,0.344
C000957,35,south,402.0,0.728,0.483,0.584
C000958,68,west,507.1,0.376,0.33,0.393
C000959,41,central,426.5,0.559,0.33,0.333
C000960,46,west,247.9,0.969,0.21,0.347
C000961,60,east,450.1,0.477,0.648,0.647
C000962,43,south,835.2,0.398,0.847,0.219
C000963,29,west,244.8,0.758,0.331,0.715
C000964,40,north,367.4,0.717,0.355,0.476
C000965,41,east,200.8,0.702,0.185,0.351
C000966,25,east,809.2,0.528,0.553,1.0
C000967,38,central,435.2,0.732,0.347,0.373
C000968,32,east,276.2,1.0,0.324,0.38
C000969,52,central,486.2,0.6,0.513,0.429
C000970,41,west,223.4,0.768,0.235,0.389
C000971,38,south,247.4,0.983,0.288,0.565
C000972,40,north,191.5,0.723,0.237,0.581
C000973,44,central,242.5,0.559,0.265,0.569
C000974,48,west,1038.6,0.504,0.537,0.469
C000975,29,east,296.3,0.879,0.467,0.487
C000976,29,east,608.5,0.628,0.231,0.756
C000977,54,east,,0.716,0.576,0.43
C000978,36,east,725.6,0.321,0.552,0.479
C000979,24,south,248.5,0.744,0.409,0.958
C000980,46,central,471.0,0.81,0.554,0.484
C000981,47,south,474.8,0.438,0.34,0.719
C000982,23,west,1859.2,0.314,0.582,0.914
C000983,44,west,671.5,0.496,0.361,0.78
C000984,50,central,322.3,0.596,0.332,0.618
C000985,45,central,693.9,0.585,0.627,0.515
C000986,49,east,1659.3,0.44,0.609,0.474
C000987,24,central,173.0,0.89,0.336,0.613
C000988,45,east,277.5,0.584,0.0,0.082
C000989,37,south,399.1,0.411,0.354,0.715
C000990,35,central,358.2,0.719,0.565,0.634
C000991,51,south,376.7,0.594,0.375,0.638
C000992,59,north,210.3,1.0,0.159,0.394
C000993,63,west,1068.1,0.744,0.51,0.522
C000994,57,north,195.9,1.0,0.0,0.155
C000995,40,south,407.9,0.513,0.264,0.316
C000996,45,east,861.5,0.59,0.724,0.02
C000997,50,south,451.7,0.764,0.349,0.453
C000998,42,central,255.6,0.861,0.253,0.381
C000999,43,east,204.8,0.738,0.0,0.348
C001000,51,east,400.7,0.849,0.168,0.54
C001001,40,south,292.1,0.721,0.528,0.465
C001002,32,east,520.3,0.624,0.557,0.319
C001003,36,east,198.4,0.567,0.078,1.0
C001004,49,north,749.2,0.629,0.443,0.48
C001005,41,east,493.0,0.577,0.45,0.326
C001006,45,south,515.5,0.677,0.284,0.381
C001007,49,west,1092.1,0.492,0.313,0.452
C001008,37,north,353.7,0.709,0.364,0.536
C001009,50,west,297.6,0.71,0.439,0.74
C001010,46,east,331.1,0.813,0.463,0.492
C001011,26,east,409.8,0.623,0.548,1.0
C001012,58,south,435.6,0.422,0.196,0.338
C001013,35,east,279.4,0.815,0.349,0.67
C001014,21,west,136.6,0.751,0.157,0.887
C001015,28,central,328.5,0.498,0.36,0.873
C001016,29,west,570.8,0.433,0.452,0.889
C001017,42,west,499.2,0.656,0.358,0.482
C001018,38,north,944.8,0.471,0.132,0.563
C001019,37,east,1487.0,0.075,0.849,0.075
C001020,48,north,725.5,0.481,0.581,0.455
C001021,45,south,1054.4,0.639,0.383,0.733
C001022,45,central,728.7,0.47,0.603,0.694
C001023,46,east,1283.3,0.4,0.578,0.491
C001024,48,east,1396.5,0.564,0.599,0.834
C001025,18,east,814.0,0.635,0.439,0.627
C001026,37,west,702.8,0.698,0.606,0.428
C001027,18,west,406.7,0.238,0.296,0.61
C001028,41,south,448.7,0.895,0.271,0.319
C001029,41,central,375.6,0.766,0.57,0.667
C001030,54,east,667.8,0.924,0.488,0.51
C001031,55,south,298.6,0.599,0.332,0.567
C001032,43,west,410.2,0.388,0.521,0.446
C001033,35,east,112.0,0.913,0.058,0.573
C001034,47,central,1293.5,0.382,0.577,0.065
C001035,35,north,403.0,0.754,0.46,0.66
C001036,41,south,604.6,0.736,0.264,0.563
C001037,53,south,1103.1,0.442,0.648,0.239
C001038,34,central,550.8,0.558,0.363,0.571
C001039,51,west,1094.3,0.535,0.742,0.421
C001040,49,east,218.4,0.74,0.373,0.84
C001041,30,central,1938.5,0.291,0.79,0.408
C001042,53,south,883.1,0.655,0.33,0.525
C001043,49,west,521.5,0.794,0.45,0.269
C001044,42,south,1081.7,0.621,0.435,0.424
C001045,32,east,228.2,0.745,0.295,0.661
C001046,31,west,386.9,0.343,0.058,0.571
C001047,35,central,1094.2,0.434,0.382,0.584
C001048,48,east,150.1,0.74,0.395,0.561
C001049,30,west,643.9,0.543,0.563,0.521
C001050,46,central,633.0,0.465,0.451,0.685
C001051,26,south,1499.3,0.39,0.54,0.587
C001052,39,central,177.9,0.664,0.088,0.537
C001053,42,east,1208.3,0.245,0.663,0.608
C001054,70,central,328.8,0.88,0.322,0.385
C001055,24,north,351.8,0.538,0.619,0.791
C001056,59,west,221.0,0.776,0.266,0.48
C001057,43,west,239.5,0.903,0.319,0.623
C001058,46,south,586.0,0.718,0.28,0.443
C001059,42,central,236.0,0.882,0.253,0.322
C001060,46,south,717.2,0.586,0.556,0.222
C001061,39,west,309.0,0.818,0.305,0.223
C001062,58,west,222.2,0.981,0.222,0.777
C001063,36,west,335.1,0.757,0.426,0.135
C001064,55,west,563.0,0.314,0.708,0.684
C001065,33,north,389.5,0.584,0.429,0.435
C001066,40,west,469.5,0.73,0.616,0.787
C001067,28,central,698.5,0.452,0.617,0.193
C001068,46,south,880.7,0.743,0.733,0.461
C001069,58,south,381.9,0.657,0.312,0.715
C001070,40,east,245.8,0.768,0.284,0.693
C001071,39,west,481.5,0.789,0.419,0.49
C001072,28,north,610.1,0.546,0.579,0.245
C001073,38,east,191.5,0.831,0.384,0.3
C001074,22,west,269.6,0.871,0.352,0.954
C001075,30,east,298.8,0.495,0.485,0.55
C001076,44,north,406.1,0.612,0.331,0.508
C001077,57,south,291.4,0.845,0.482,0.488
C001078,75,west,703.1,0.555,0.677,0.044
C001079,34,east,175.6,1.0,0.349,0.673
C001080,58,east,178.3,0.583,0.271,0.34
C001081,44,west,376.5,0.416,0.507,0.581
C001082,39,west,414.0,0.766,0.285,0.441
C001083,46,west,192.2,0.934,0.296,0.193
C001084,42,west,319.6,0.674,0.413,0.451
C001085,42,north,361.6,0.738,0.193,0.664
C001086,36,central,363.3,0.789,0.464,0.657
C001087,24,north,503.9,0.489,0.271,0.668
C001088,22,west,309.3,0.603,0.297,0.856
C001089,49,east,1116.5,0.481,0.624,0.446
C001090,38,west,616.6,0.707,0.389,0.575
C001091,34,east,283.4,0.552,0.356,0.496
C001092,41,central,486.8,0.589,0.462,0.734
C001093,51,east,495.5,0.578,0.332,0.531
C001094,43,west,953.4,0.547,0.671,0.418
C001095,33,east,320.9,0.7,0.254,0.301
C001096,56,north,729.0,0.456,0.876,0.659
C001097,60,east,471.7,0.812,0.429,0.261
C001098,47,west,1125.7,0.37,0.444,0.515
C001099,53,west,998.0,0.431,0.447,0.93
C001100,56,central,517.7,0.367,0.636,0.598
C001101,55,south,393.0,0.554,0.347,0.767
C001102,48,central,623.4,0.646,0.296,0.386
C001103,48,east,412.8,0.699,0.547,0.708
C001104,47,south,1260.7,0.518,0.58,0.506
C001105,28,west,482.2,0.703,0.548,0.707
C001106,49,west,360.6,0.992,0.532,0.891
C001107,25,central,349.1,0.573,0.426,0.599
C001108,31,south,222.2,0.532,0.654,0.617
C001109,57,central,642.4,0.405,0.248,0.25
C001110,51,south,281.2,0.623,0.219,0.651
C001111,59,north,889.0,0.352,0.534,0.305
C001112,38,south,211.8,0.799,0.624,0.769
C001113,27,west,496.5,0.802,0.725,0.311
C001114,38,central,917.2,0.723,0.772,0.674
C001115,42,south,126.5,0.964,0.063,0.407
C001116,42,north,1544.1,0.709,0.581,0.682
C001117,55,north,356.4,0.627,0.265,0.442
C001118,37,north,500.6,0.368,0.34,0.464
C001119,45,west,648.1,0.719,0.733,0.438
C001120,29,north,711.2,0.267,0.491,0.457
C001121,46,south,542.2,0.484,0.456,0.676
C001122,41,west,836.9,0.588,0.676,0.333
C001123,32,central,628.1,0.552,0.253,0.553
C001124,38,east,1323.1,0.39,0.659,0.633
C001125,39,west,629.3,0.39,0.338,0.88
C001126,38,north,1495.2,0.392,0.632,0.562
C001127,62,central,789.9,0.672,0.46,0.347
C001128,40,east,155.7,0.849,0.128,0.605
C001129,38,north,2203.7,0.192,0.787,0.149
C001130,18,east,325.9,0.512,0.405,0.464
C001131,30,south,1128.4,0.329,0.587,0.545
C001132,38,north,467.5,0.685,0.499,0.421
C001133,33,west,869.5,0.554,0.437,0.279
C001134,58,south,304.3,0.592,0.46,0.596
C001135,39,south,669.6,0.223,0.484,0.609
C001136,56,east,395.2,0.723,0.337,0.466
C001137,42,north,1186.3,0.306,0.51,0.397
C001138,41,west,,0.68,0.457,0.559
C001139,40,east,806.6,0.404,0.833,0.653
C001140,41,south,125.6,0.741,0.171,0.49
C001141,62,east,437.0,0.663,0.258,0.485
C001142,18,west,588.5,0.934,0.627,0.545
C001143,18,north,526.0,0.715,0.396,0.723
C001144,34,west,818.9,0.535,0.598,0.82
C001145,41,east,369.3,0.727,0.306,0.789
C001146,49,south,473.7,0.361,0.638,0.753
C001147,47,north,934.5,0.32,0.493,0.558
C001148,36,central,117.2,0.526,0.377,0.584
C001149,53,south,655.1,0.819,0.354,0.369
C001150,53,east,376.5,0.899,0.356,0.098
C001151,43,north,266.1,0.798,0.541,0.26
C001152,53,east,562.9,0.61,0.506,0.425
C001153,44,north,960.7,0.25,0.928,0.5
C001154,34,east,858.1,0.472,0.525,0.874
C001155,49,central,424.2,0.915,0.463,0.75
C001156,42,west,778.0,0.544,0.831,0.399
C001157,41,east,774.4,0.441,0.317,0.707
C001158,59,west,436.5,0.377,0.184,0.322
C001159,18,east,303.5,0.92,0.238,0.841
